date,time,ip,urlrequested,agent,referrer,search,nation,os,browser,searchengine,spider,feed
"20191124","21:04:16","167.99.247.13","/author/lisajk/","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0","https://veilig-gehecht.nl/?author=1","","","Ubuntu Linux","Firefox 62","","",""
"20191124","21:04:23","167.99.247.13","author=2","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0","http://veilig-gehecht.nl///?author=2","","","Ubuntu Linux","Firefox 62","","",""
"20191124","22:35:47","94.198.159.219","","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0)","","","nl","Windows 10.0","Mozilla","","",""
"20191124","22:35:47","94.198.159.219","/contact-opnemen-met-veilig-gehecht/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:57.0)","","","nl","Windows 10.0","Mozilla","","",""
"20191124","22:35:47","94.198.159.219","","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1)","","","nl","Mac OS X Puma","Mozilla","","",""
"20191125","01:08:00","66.249.66.201","/sitemap_index.xml","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","","","","","","","Google",""
"20191125","05:13:48","66.249.66.216","","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","","","","","","","Google",""
"20191125","13:17:09","145.2.229.175","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36","","","nl","Windows 10.0","Chrome 77","","",""
"20191125","13:17:16","145.2.229.175","/contact-opnemen-met-veilig-gehecht/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36","https://veilig-gehecht.nl/","","nl","Windows 10.0","Chrome 77","","",""
"20191125","13:17:21","145.2.229.175","/contact-opnemen-met-veilig-gehecht/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36","https://veilig-gehecht.nl/contact-opnemen-met-veilig-gehecht/","","nl","Windows 10.0","Chrome 77","","",""
"20191125","14:24:32","207.46.13.81","","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b","","","","Windows 7","Safari","","",""
"20191125","17:13:42","77.162.122.106","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1","","","nl","iPhone","Safari","","",""
"20191125","17:13:52","77.162.122.106","/contact-opnemen-met-veilig-gehecht/","Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1","https://www.veilig-gehecht.nl/","","nl","iPhone","Safari","","",""
"20191125","18:23:10","66.249.66.201","/robots.txt","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","","","","","","","Google",""
"20191125","18:23:10","66.249.66.205","","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","","","","","","","Google",""
"20191125","21:03:30","66.249.66.214","/robots.txt","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","","","","","","","Google",""
"20191125","21:03:31","66.249.66.212","","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","","","","","","","Google",""
